sentence	label
The exposures of hydroxybupropion were decreased.	0
"Severe CNS toxicity associated with hyperpyrexia and death have been reported with the combination of tricyclic antidepressants and non-selective MAOIs (Phenelzine, Tranylcypromine)."	0
"Dabigatran is not a substrate, inhibitor, or inducer of CYP450 enzymes."	0
"If hypotension or tachycardia ensues, discontinue the infusion."	0
"In man, PROCARDIA causes decreased peripheral vascular resistance and a fall in systolic and diastolic pressure, usually modest (5<U+2013>10 mm Hg systolic), but sometimes larger."	0
Flurazepam hydrochloride is rapidly absorbed from the gastro-intestinal tract.	0
Sympathetic blockade with phentolamine causes immediate and conspicuous local hyperemic changes if the area is infiltrated within 12 hours.	0
SVR was achieved in all 24 subjects (N=20 with L159F+C316N; N=1 with L159F; and N=3 with N142T) who had baseline polymorphisms associated with resistance to sofosbuvir and/or other NS5B nucleoside inhibitors.	0
"Coadministration of single, oral doses of zaleplon with erythromycin (10 mg and 800 mg, respectively), a strong, selective CYP3A4 inhibitor, produced a 34% increase in zaleplon's maximal plasma concentrations and a 20% increase in the area under the plasma concentration-time curve."	1
The interaction between INVIRASE/ritonavir and fusidic acid has not been formally evaluated.	0
Safety and effectiveness in pediatric patients have not been established.	0
"Indication Recommended Dosage ( 2 ) Healing of Erosive or Ulcerative Gastroesophageal Reflux Disease (GERD) 20 mg once daily for 4 to 8 weeks Maintenance of Healing of Erosive or Ulcerative GERD*studied for 12 months 20 mg once daily* Symptomatic GERD in Adults 20 mg once daily for 4 weeks Healing of Duodenal Ulcers 20 mg once daily after morning meal for up to 4 weeks Helicobacter pylori Eradication to Reduce the Risk of Duodenal Ulcer Recurrence Three Drug Regimen:ACIPHEX20 mgAmoxicillin 1000 mgClarithromycin 500 mg All three medications should be taken twice daily with morning and evening meals for 7 days Pathological Hypersecretory Conditions, Including Zollinger-Ellison Syndrome Starting dose 60 mg once daily then adjust to patient needs Symptomatic GERD in Adolescents 12 Years of Age and Older 20 mg once daily for up to 8 weeks Administration Instructions ( 2 ): Swallow ACIPHEX delayed-releasetablets whole."	0
<U+2022>Insulin and oral hypoglycemics action may be enhanced.	0
Clinical studies have shown that patients taking less bioavailable formulations of triamterene and hydrochlorothiazide in daily doses of 25 mg to 50 mg hydrochlorothiazide and 50 mg to 100 mg triamterene may be safely changed to one triamterene and hydrochlorothiazide 37.5 mg/25 mg tablet daily.	0
These abnormalities are dose-related but may occur even at the lowest marketed doses of chlorthalidone.	0
Advise women of potential risk to a fetus.	0
"Families and caregivers of patients being treated with antidepressants for major depressive disorder or other indications, both psychiatric and nonpsychiatric, should be alerted about the need to monitor patients for the emergence of agitation, irritability, unusual changes in behavior, and the other symptoms described above, as well as the emergence of suicidality, and to report such symptoms immediately to health care providers.Such monitoring should include daily observation by families and caregivers."	0
An ECG should be done at baseline and periodically thereafter throughout the period of dose adjustment.	0
"Conversely, at least 14 days should be allowed after stopping LUVOX CR Capsules before starting an MAOI intended to treat psychiatric disorders."	0
Such use could result in air embolism due to residual air being drawn from the primary container before the administration of the fluid from the secondary container is complete.	0
"Ledipasvir, sofosbuvir, and GS-331007 are not inhibitors or inducers of CYP or UGT1A1 enzymes."	0
"Drugs That Interfere With Hemostasis (NSAIDs, Aspirin, Warfarin, etc.)"	0
Preclinical studies have shown that duloxetine is a potent inhibitor of neuronal serotonin and norepinephrine reuptake and a less potent inhibitor of dopamine reuptake.	0
"In multicenter, double-blind studies in patients with familial or non-familial hypercholesterolemia, MEVACOR, administered in doses ranging from 10mg q.p.m. to 40mg b.i.d., was compared to placebo."	0
"While these events are generally self-limiting, there have been reports of serious discontinuation symptoms."	0
Hypercalcemia (>11 mg/dL) was reported in 16% of patients in a 3-month study of a solid dose formulation of calcium acetate; all cases resolved upon lowering the dose or discontinuing treatment.	0
Major Depressive Disorder The efficacy of paroxetine as a treatment for major depressive disorder has been established in 6 placebo-controlled studies of patients with major depressive disorder (aged 18 to 73).	0
Thiazides and triamterene in combination have not been studied in nursing mothers.	0
"When nicardipine was given to mild-to-moderate hypertensive patients with moderate degrees of renal impairment, significant reduction in glomerular filtration rate (GFR) and effective renal plasma flow (RPF) were observed."	0
"Study 2 was a 12-week fixed-dose study, including sertraline hydrochloride doses of 50, 100, and 200 mg/day."	0
Limit the dose of simvastatin in patients on verapamil to 10 mg daily.	1
Systemic corticosteroid effects including Cushing<U+2019>s syndrome and adrenal suppression have been reported during postmarketing use in patients receiving ritonavir and inhaled or intranasally administered fluticasone.	0
Nifedipine was administered orally to rats for two years and was not shown to be carcinogenic.	0
"In one study, daily dosing of paroxetine (20 mg qd) under steady-state conditions increased single dose desipramine (100 mg) Cmax, AUC, and T 1/2 by an average of approximately 2-, 5-, and 3-fold, respectively."	1
"Following abrupt cessation of therapy with certain beta-blocking agents, exacerbations of angina pectoris and, in some cases, myocardial infarction have occurred."	0
"If intolerable symptoms occur following a decrease in the dose or upon discontinuation of treatment, then resuming the previously prescribed dose may be considered."	0
Titration may be needed in some patients.	0
Radiographic evaluation of suspected anatomical regions may be helpful in early detection of soft-tissue calcification.	0
Advise patient how to avoid symptoms resulting from postural hypotension and what measures to take should they develop.	0
"If treatment continues beyond 28 days, visual function including visual acuity, visual field and color perception should be monitored."	0
Monitor diuretic effects when furosemide is coadministered with aliskiren .	0
May be increased to 200 mg/day based on individual patient response (2.1).	0
"In this study, there was no apparent dose (exposure)-response relationship."	0
"Nevertheless, caution is indicated in the coadministration of TCAs with Celexa."	0
"Because renal clearance of lithium is reduced by thiazides, the risk of lithium toxicity is presumably raised further when, as in therapy with ACCURETIC, a thiazide diuretic is coadministered with the ACE inhibitor."	1
"The renal clearance, which is extremely rapid, is the result of glomerular filtration and active tubular transport, with the latter route predominating."	0
"The initial dosage should therefore be reduced in patients with severe renal or hepatic impairment, and upward titration, if necessary, should be at increased intervals."	0
A history of renal impairment may be a risk factor for the development of rhabdomyolysis.	0
"In a published series, mild liver dysfunction and hepatic steatosis were seen in 15% and 43%, respectively, of patients at a median of 7 years (range 0-14 years) after treatment with arsenic trioxide in combination with tretinoin."	0
"For dose increments of 0.4 g, use one half of a 0.8 g packet."	0
"Immune reconstitution syndrome has been reported in patients treated with combination antiretroviral therapy, including INVIRASE."	0
"Strong CYP3A4 Inducers (e.g., carbamazepine) The concomitant use of oral aripiprazole and carbamazepine decreased the exposure of aripiprazole."	1
"In healthy volunteers titrated with Coumadin<U+00AE># (warfarin sodium) to clinical levels of anticoagulation (INR of 1.5 to 2), co-administration with EMSAM 6mg per 24 hours for 7 days did not affect the pharmacokinetics of the individual warfarin enantiomers."	0
Initiate treatment under close medical supervision.	0
Reduce digoxin dose by approximately 15% to 30% or by modifying the dosing frequency and continue monitoring.	0
Triamterene and hydrochlorothiazide should be used with caution in patients with histories of renal lithiasis.	0
"The end metabolites include 3-<U+03B2>-digoxigenin, 3-keto-digoxigenin, and their glucuronide and sulfate conjugates."	0
"Heart rate progressively increases after the first day, returning to baseline values within 1 month of the start of chronic treatment."	0
CYMBALTA is in a class of drugs known to affect urethral resistance.	0
Digitalis glycosides: Risk of bradycardia (7) Anticholinesterases: Prolongs neuromuscular blockade (7) Antihypertensive agents: Risk of rebound hypertension (7) Sympathomimetic drugs: Dose adjustment needed (7) Vasoconstrictive and positive inotropic effect substances: Avoid concomitant use (7)	0
Monitor blood pressure and for symptoms of hypotension when CARDURA is used concomitantly with strong CYP3A inhibitors.	0
"A syndrome consisting of potentially irreversible, involuntary, dyskinetic movements may develop in patients treated with antipsychotic drugs."	0
"Adult dosage -Antisialagogue or for antivagal effects: Initial single dose of 0.5 mg to 1mg. (2.2) -Antidote for organophosphorus or muscarinic mushroom poisoning: Initial single dose of 2 mg to 3 mg, repeated every 20-30 minutes."	0
The following table provides the outcome classification by treatment group on Global Improvement items of the Clinical Global Impression (CGI) scale for Study 1.	0
The bitter aftertaste of NORVIR oral powder may be lessened if administered with food.	0
"Absorption Following oral administration, peak serum concentrations of digoxin occur at 30 to 90 minutes."	0
"PRADAXA capsules should therefore not be broken, chewed, or opened before administration."	0
"Additional fractions of this planned total dose may be given at 4- to 8-hour intervals, with careful assessment of clinical response before each additional dose."	0
"Based on multicenter cooperative group ALL trials, the most common adverse reaction occurring in > 20% of patients is mylelosuppression including anemia, neutropenia, lymphopenia and thrombocytopenia."	0
"WARNING : ( A ) BLEEDING RISK , and ( B ) ASPIRIN DOSE AND BRILINTA EFFECTIVENESS ."	0
"If the drug has a short elimination half-life, it is possible that a relative deficiency of the drug, or, if appropriate, its active metabolites (i.e., in relationship to the receptor site) may occur at some point in the interval between each night<U+2019>s use."	0
Animal Findings: Reproduction studies were performed at doses up to 50 mg/kg/day in rats and 6 mg/kg/day in rabbits administered during organogenesis.	0
"The antihypertensive effect of angiotensin II receptor antagonists, including telmisartan may be attenuated by NSAIDs including selective COX-2 inhibitors."	0
"Concomitant administration of both a CYP2C9 inhibitor ( such as fluconazole or amiodarone ) and a strong CYP3A inhibitor ( e.g. , ketoconazole , itraconazole ) or a moderate CYP3A inhibitor ( e.g. , amprenavir , erythromycin , fluconazole , diltiazem ) with Tracleer will likely lead to large increases in plasma concentrations of bosentan ."	1
Dronedarone caused fetal harm in animal studies at doses equivalent to recommended human doses.	0
"While the mean changes alone would not be expected to have short-term consequences, all patients should be monitored for larger changes in heart rate and blood pressure."	0
"ACCURETIC should be used with caution in patients with impaired hepatic function or progressive liver disease, since minor alterations of fluid and electrolyte balance may precipitate hepatic coma."	0
This test is not recommended for assessing the anticoagulant effect of apixaban.	0
33 <U+2013>22 <U+2013>31 +5 <U+2013>33 <U+2013>25 <U+2013>8 20 mg b.i.d.	0
"CNS stimulants (amphetamines and methylphenidate-containing products), including VYVANSE, have a high potential for abuse and dependence (5.1, 9.2, 9.3) Assess the risk of abuse prior to prescribing and monitor for signs of abuse and dependence while on therapy (5.1, 9.2)"	0
"For pregnant women taking REYATAZ with ritonavir and tenofovir DF, see Dosage and Administration (2.6)."	0
"The risk differences (drug vs. placebo), however, were relatively stable within age strata and across indications."	0
"SSRIs and SNRIs, including PRISTIQ, may increase the risk of bleeding events."	0
"Concomitant Medication: Patients should be advised to inform their physician if they are taking, or plan to take, any prescription or over-the-counter drugs, since there is a potential for interactions."	0
Carbamazepine: Elevated carbamazepine levels and symptoms of toxicity with coadministration (7.2).	1
Pediatric starting dose: 2.5 mg to 5 mg once daily.	0
"Should signs of pulmonary edema occur when REVATIO is administered, consider the possibility of associated PVOD."	0
Cannot predict effect of TPV/ritonavir on immunosuppressants due to conflicting effect of TPV/ritonavir on CYP 3A and P-gp.	0
Non-Nucleoside Reverse Transcriptase Inhibitor:delavirdine <U+2191> ritonavir Appropriate doses of this combination with respect to safety and efficacy have not been established.	0
"However, measurement of serum digoxin concentrations can be helpful to the clinician in determining the adequacy of digoxin therapy and in assigning certain probabilities to the likelihood of digoxin intoxication."	0
On average only 4.8% of the dose was excreted as unchanged drug in the feces and only a trace of the total radioactivity in the urine was attributed to unchanged drug.	0
"Rifabutin was not carcinogenic in mice at doses up to 180 mg/kg/day, or approximately 36 times the recommended human daily dose."	0
"Verapamil Component Concomitant therapy with beta-adrenergic blockers and verapamil may result in additive negative effects on heart rate, atrioventricular conduction, and/or cardiac contractility."	0
"Similarly, atropine-like effects may be more pronounced in patients receiving anticholinergic therapy."	0
"Antiparasitic:atovaquone <U+2193> atovaquone Clinical significance is unknown; however, increase in atovaquone dose may be needed."	1
"Congestive Heart Failure In patients with congestive heart failure, with or without associated renal insufficiency, ACE inhibitor therapy may cause excessive hypotension, which may be associated with oliguria or azotemia and rarely, with acute renal failure and death."	0
"The clinician should, nevertheless, be aware of the possibility of emergent symptoms of serotonin syndrome with such use."	0
Co-administration of APTIVUS/ritonavir with drugs that are highly dependent on CYP 3A for clearance or are potent CYP 3A inducers are contraindicated.	0
The recommended dose of Silenor for adults is 6 mg once daily.	0
There are no clinical data available to confirm transporter based interaction.	0
"Usually, clinically detectable jaundice appears early in the course of treatment (1 to 2 months)."	0
Any dose adjustment should be guided by clinical effect (tolerability and efficacy).	0
"After chronic dosing of 80 mg three times a day to patients with PAH, no clinically relevant effects on ECG were reported."	0
Consider increasing the omeprazole dose in patients whose symptoms are not well controlled; avoid use of more than 40 mg per day of omeprazole.	1
Lower dosages are recommended for elderly patients and adolescents.	0
Treatment-Experienced Adult Patients The recommended oral dosage for treatment-experienced adult patients is summarized in Table 1.	0
5.ORAP is contraindicated in patients with hypersensitivity to it.	0
"OR For patients unable to tolerate ritonavir, REYATAZ 400 mg once daily with food should be administered at least 2 hours before and at least 10 hours after a dose of the H2RA."	0
"The relative beta1-selectivity of metoprolol has been confirmed by the following: (1) In normal subjects, metoprolol is unable to reverse the beta2-mediated vasodilating effects of epinephrine."	0
Total plasma clearance of telmisartan is >800 mL/min.	0
"For patients demonstrating a subsequent increase in QT interval by > 20 msec after commencing concomitant therapy, the physician should use best clinical judgment to discontinue either INVIRASE/ritonavir or the concomitant therapy or both."	0
"Co-administration of a cytochrome P450 ( CYP ) 2C8 enzyme inhibitor ( e.g. , gemfibrozil ) increases exposure ( both Cmax and AUC ) to treprostinil ."	1
"The recommended DIFLUCAN daily dosage for the prevention of candidiasis in patients undergoing bone marrow transplantation is 400 mg, once daily."	0
"Additionally, saquinavir is a substrate for P-glycoprotein (P-gp)."	0
"After multiple daily doses of 150 mg of clomipramine hydrochloride, steady-state maximum plasma concentrations range from 94 ng/mL to 339 ng/mL (mean, 218 ng/mL) for CMI and from 134 ng/mL to 532 ng/mL (mean, 274 ng/mL) for DMI."	0
Myelosuppression: Monitor complete blood count (CBC) and adjust the dose of PURIXAN for severe neutropenia and thrombocytopenia.	0
No effect of food on the pharmacokinetics was observed.	0
Both in vitro biochemical and in vivo pharmacological testing have shown N-desmethylsertraline to be substantially less active than sertraline.	0
In vitro and in vivo studies in animals suggest that citalopram is a highly selective serotonin reuptake inhibitor (SSRI) with minimal effects on norepinephrine (NE) and dopamine (DA) neuronal reuptake.	0
These rashes were mild to moderate in severity and did not limit therapy; there were no discontinuations due to rash.	0
"Severe exacerbation of angina, myocardial infarction and ventricular arrhythmias have been reported in patients with coronary artery disease following the abrupt discontinuation of therapy with <U+03B2>-blockers."	0
"Altered anticoagulant effects, including increased bleeding, have been reported when SSRIs or SNRIs are co-administered with warfarin."	0
"Preliminary studies indicate that the concomitant use of dobutamine and nitroprusside results in a higher cardiac output and , usually , a lower pulmonary wedge pressure than when either drug is used alone ."	0
"However, there was a 20% increase in valproate peak plasma concentration (Cmax) after concomitant administration of risperidone."	1
Subgroup analyses did not suggest differences in treatment outcome on the basis of gender.	0
There is no information on the effect that alterations in gastric motility may have on the stability of CYMBALTA's enteric coating.	0
Studies in animals indicate that radiolabeled irbesartan weakly crosses the blood-brain barrier and placenta.	0
Renal excretion of unchanged drug depends upon urinary pH.	0
"At the highest 200mg twice daily dose, the increase in mean pulse rate was 5.0 to 6.8 beats and increases in mean blood pressure were 4.7 to 6.8mm Hg (systolic) and 4.5 to 7mm Hg (diastolic) up to 12 hours after dosing."	0
"In vivo data suggest that tipranavir/ritonavir, at the dose of 500/200 mg, is a P-gp inhibitor after the first dose and induction of P-gp occurs over time."	0
<U+2022> Renal Impairment: Mild to moderate renal impairment (CLcr<U+2265>30mL/min/1.73 m2) had no influence on plasma concentrations of rosuvastatin.	0
Add 75 mL of Ora-Sweet<U+00AE>* oral syrup vehicle to thebottle and shake the suspension to disperse the ingredients.	0
Initiation of quetiapine in patients taking NORVIR: Refer to the quetiapine prescribing information for initial dosing and titration of quetiapine.	0
"After a 25 mg radiolabeled dose of CMI in two subjects, 60% and 51%, respectively, of the dose were recovered in the urine and 32% and 24%, respectively, in feces."	0
"However, the impairment of motor skills produced by REMERON has been shown to be additive with those caused by diazepam."	0
"Adverse reactions of hyperkalemia were approximately 1-2 % higher when tolvaptan was administered with angiotensin receptor blockers , angiotensin converting enzyme inhibitors and potassium sparing diuretics compared to administration of these medications with placebo ."	0
"The principal metabolite of quinapril, quinaprilat, is an inhibitor of ACE activity in human subjects and animals."	0
"Although minor upper GI symptoms, such as dyspepsia, are common and can occur anytime during therapy, physicians should remain alert for signs of ulceration and bleeding, even in the absence of previous GI symptoms."	0
Examples Urinary alkalinizing agents (e.g.	0
"Therefore, patients receiving warfarin-type anticoagulants should have their prothrombin times closely monitored when fluvastatin sodium is initiated or the dosage of fluvastatin sodium is changed."	0
"Rebound insomnia, defined as a dose-dependent temporary worsening in sleep parameters (latency, total sleep time, and number of awakenings) compared to baseline following discontinuation of treatment, is observed with short- and intermediate-acting hypnotics."	0
"In patients with hypokalemia or hypomagnesemia, toxicity may occur at concentrations within therapeutic range because potassium or magnesium depletion sensitizes the myocardium to digoxin."	0
"Patients should be advised that taking Anafranil can cause mild pupillary dilation, which in susceptible individuals, can lead to an episode of angle-closure glaucoma."	0
"In a placebo-controlled study in patients with permanent atrial fibrillation, dronedarone was associated with an increased risk of stroke, particularly in the first two weeks of therapy."	0
"In a 14-day placebo-controlled study of patients with moderate asthma, no effect was seen for GILENYA 0.5 mg (recommended dose in MS)."	0
Warfarin <U+2014> Single doses of olanzapine did not affect the pharmacokinetics of warfarin.	0
"In addition, do not initiate ZOLOFT in a patient being treated with MAOIs such as linezolid or intravenous methylene blue."	0
"The AUC and Cmax of hydroxybupropion metabolite were decreased by 50% and 31%, respectively."	0
Meperidine Hydrochloride Injection is contraindicated in patients with: Significant respiratory depression Hypersensitivity to meperidine.	0
Aripiprazole has no appreciable affinity for cholinergic muscarinic receptors (IC50>1000nM).	0
Opioids: Decreased exposure to prasugrel.	1
The results from long-term studies have not shown any diminution of the antihypertensive efficacy of TENORMIN with prolonged use.	0
Olmesartan shows linear pharmacokinetics following single oral doses of up to 320 mg and multiple oral doses of up to 80 mg. Steady-state levels of olmesartan are achieved within 3 to 5 days and no accumulation in plasma occurs with once-daily dosing.	0
It should also be noted that hypertensive or hypotensive heart disease of extreme degree is a contraindication of phenothiazine administration.	0
"For patients with severe renal impairment (indicated by an estimated creatinine clearance of 5-29 mL/min), the maintenance dose should be reduced by 50% to 50 mg/day (25 mg twice daily)."	0
"Sudden deaths have been reported in 0.3% of patients with CML treated with nilotinib in clinical studies of 5,661 patients."	0
"A minimum of six hours of observation with cardiac monitoring and observation for signs of CNS or respiratory depression, hypotension, cardiac dysrhythmias and/or conduction blocks, and seizures is necessary."	0
Prothrombin time may be increased in patients receiving concomitant DIFLUCAN and coumarin-type anticoagulants.	0
Addiction can occur at recommended dosages and if the drug is misused or abused.	0
The level of quinidine in amniotic fluid was about three times higher than that found in serum.	0
"Drugs that slow heart rate : Concomitant use of drugs with depressant effects on the sinus and AV node ( e.g. , digoxin , beta blockers , verapamil , diltiazem , ivabradine , clonidine ) can potentiate the electrophysiologic and hemodynamic effects of amiodarone , resulting in bradycardia , sinus arrest , and AV block ."	0
The anticoagulant effect of a single dose of warfarin (measured by prothrombin time) was not significantly changed by quinapril coadministration twice daily.	0
"The impact of moderate CYP 3A inhibitors ( e.g. , erythromycin , fluconazole , aprepitant , diltiazem and verapamil ) on the exposure to co-administered tolvaptan has not been assessed ."	0
Hydrochlorothiazide is eliminated primarily by renal pathways.	0
"Co-administration of SAMSCA with 400 mg ketoconazole daily or with other strong CYP 3A inhibitors ( e.g. , clarithromycin , itraconazole , telithromycin , saquinavir , nelfinavir , ritonavir and nefazodone ) at the highest labeled dose would be expected to cause an even greater increase in tolvaptan exposure ."	1
"40 mg, SD <U+2191> 37% <U+2191> 16% Diltiazem 240 mg QD, 28 days 40 mg, SD <U+2191> 51% No change Erythromycin 500 mg QID, 7 days 10 mg, SD <U+2191> 33% <U+2191> 38% Amlodipine 10 mg, single dose 80 mg, SD <U+2191> 15% <U+2193> 12 % Cimetidine 300 mg QID, 2 weeks 10 mg QD for 2 weeks <U+2193> Less than 1% <U+2193> 11% Colestipol 10 mg BID, 28 weeks 40 mg QD for 28 weeks Not determined <U+2193> 26%Single sample taken 8<U+2013>16 h post dose."	0
"Suicide is a known risk of depression and certain other psychiatric disorders, and these disorders themselves are the strongest predictors of suicide."	0
"In general, treatment with ORAP should be initiated with a dose of 1 to 2 mg a day in divided doses."	0
"Only prescribers and pharmacies certified with the restricted distribution program are able to prescribe and dispense CAPRELSA (5.1, 5.15)."	0
False-positive test results may result even following discontinuation of bupropion therapy.	0
Thioridazine should be discontinued in patients who are found to have a QTc interval over 500 msec.	0
"On the basis of body surface area, these doses are 56times (in mice) and 21times (in rats) the MRHD."	0
It is not known whether nebivolol has these effects.	0
"The incidence of Grade 3 or 4 early onset diarrhea was 3% in patients receiving ONIVYDE/5-FU/LV,compared to no Grade 3 or 4 early onset diarrhea in patients receiving 5-FU/LV."	0
Thiazides cross the placental barrier and appear in cord blood.	0
There was a small uricosuric effect leading to a minimal decrease in serum uric acid (mean decrease <0.4mg/dL) during chronic oral administration.	0
Hypertension: Initiate adults at 10 mg (monotherapy) or 5 mg (on a diuretic) once daily.	0
"<U+2022>Prepare the vehicle by adding equal volumes of Ora-Plus<U+00AE> (80 mL) and Ora-Sweet SF<U+00AE> (80 mL) or, alternatively, use Ora-Blend SF<U+00AE> (160 mL)."	0
Feed the mixture to the infant or young child.	0
Pharmacokinetic data indicate reduced elimination of lidocaine after prolonged (24 hours) infusion with resultant prolongation of the half-life to approximately three times that seen following a single administration.	0
The recommended dose of CAPRELSA is 300 mg taken orally once daily until disease progression or unacceptable toxicity occurs.	0
"When initiating MICARDIS therapy for cardiovascular risk reduction, monitoring of blood pressure is recommended, and if appropriate, adjustment of medications that lower blood pressure may be necessary."	0
"Chlorpromazine Hydrochloride Injection contains sodium metabisulfite and sodium sulfite, sulfites that may cause allergic-type reactions including anaphylactic symptoms and life-threatening or less severe asthmatic episodes in certain susceptible people."	0
Discuss treatment options with women planning to become pregnant.	0
Patients currently receiving diltiazem therapy should be carefully monitored for a change in pharmacological effect when initiating and discontinuing therapy with cimetidine.	0
"In clinical trials, amlodipine has been safely administered with thiazide diuretics, beta-blockers, angiotensin-converting enzyme inhibitors, long-acting nitrates, sublingual nitroglycerin, digoxin, warfarin, non-steroidal anti-inflammatory drugs, antibiotics, and oral hypoglycemic drugs."	0
"Inhibition was complete (100%) 4 hours following oral doses of 150 mg or 300 mg and partial inhibition was sustained for 24 hours (60% and 40% at 300 mg and 150 mg, respectively)."	0
"Drugs Contraindicated with LEXIVA (Information in the table applies to LEXIVA with or without ritonavir, unless otherwise indicated.)"	0
"45<U+00AE> (dihydroergotamine mesylate) Injection, USP, in those patients with risk factors."	0
"In addition, do not start CYMBALTA in a patient who is being treated with linezolid or intravenous methylene blue (4)"	0
"Patients to be discharged on TIKOSYN therapy from an inpatient setting as described above must have an adequate supply of TIKOSYN, at the patient's individualized dose, to allow uninterrupted dosing until the patient can fill a TIKOSYN prescription."	0
"Other important considerations in the differential diagnosis include central anticholinergic toxicity, heat stroke, drug fever and primary central nervous system (CNS) pathology."	0
"Ideally, the dosage schedule should be adjusted so that the timing of a scheduled dose coincides with the end of hemodialysis."	0
5- nortriptyline and/or S-amitriptyline may be measured at initiation of the combination therapy and after one week.	0
Concomitant use should be avoided unless the necessity for Zanaflex therapy is clinically evident.	0
"The pharmacokinetics of intravenous ondansetron did not differ between subjects who were poor metabolisers of CYP2D6 and those who were extensive metabolisers of CYP2D6, further supporting the limited role of CYP2D6 in ondansetron disposition in vivo."	0
"Consistent with the rapid clearance of zaleplon, impairment of psychomotor function was no longer present as early as 2 hours post dosing in one study, and in none of the studies after 3-4 hours."	0
Subgroup analyses did not indicate differences in treatment outcomes as a function of race or gender.	0
"The ambulatory infusion pump used to administer FLOLAN should: (1)be small and lightweight, (2)be able to adjust infusion rates in 2<U+2011>ng/kg/min increments, (3)have occlusion, end-of-infusion, and low-battery alarms, (4)be accurate to <U+00B1>6% of the programmed rate, and (5)be positive-pressure<U+2011>driven (continuous or pulsatile) with intervals between pulses not exceeding 3minutes at infusion rates used to deliver FLOLAN."	0
"The use of verapamil in combination with a beta-adrenergic blocker should be used only with caution, and close monitoring."	0
Tamoxifen is a pro-drug requiring metabolic activation by CYP2D6.	0
"As with all drugs, the potential for interaction by a variety of mechanisms (e.g., pharmacodynamic, pharmacokinetic drug inhibition or enhancement, etc.)"	0
No gender associated differences were observed.	0
"In patients with PAH, the average steady-state concentrations were 20<U+2013>50% higher when compared to those of healthy volunteers."	0
Continuation phase (4 Months): 600 mg once-weekly for 4 months as directly observed therapy with isoniazid or another appropriate anti- tuberculosis agent.	0
The mechanism and long-term consequences of these events are currently unknown.	0
(Figure 1) Figure 1 Replace the cap and shake the bottle vigorously for a minimum of 30 seconds.	0
ACE activity was not altered in healthy subjects after repeated candesartan cilexetil administration.	0
Maximum improvement may not be seen for weeks or even months.	0
"Four metabolites were identified as 1-oxo-estazolam, 4<U+2019>-hydroxy-estazolam, 4-hydroxy-estazolam, and benzophenone, as free metabolites and glucuronides."	0
"In clinical trials of subjects with heart failure, subjects with bronchospastic disease were enrolled if they did not require oral or inhaled medication to treat their bronchospastic disease."	0
Exchange transfusion or dialysis may be required as means of reversing hypotension and/or substituting for disordered renal function.	0
Cimetidine and Antacids <U+2014> Single doses of cimetidine (800mg) or aluminum- and magnesium-containing antacids did not affect the oral bioavailability of olanzapine.	0
CMI from clomipramine hydrochloride capsules is as bioavailable as CMI from a solution.	0
"Undue toxicity, evidenced by tremors, coma and convulsions, has occurred in a few cases."	0
"Use of sildenafil for pulmonary arterial hypertension (PAH): Use of RevatioRegistered trademark of Pfizer, Inc. (sildenafil) is contraindicated when used for the treatment of pulmonary arterial hypertension (PAH)."	0
"As with other serotonergic drugs, lithium may enhance the serotonergic effects of fluvoxamine and, therefore, the combination should be used with caution."	0
"Inducers of CytochromesP450 - Rifampicin(600mg daily), a potent inducer of CYP3A and CYP2B6 and an inducer of CYP2C9, CYP2C19, and CYP2C8, did not significantly change the pharmacokinetics of prasugrel's active metabolite or its inhibition of platelet aggregation."	0
Fluconazole causes QT prolongation via the inhibition of Rectifier Potassium Channel current (Ikr).	0
It has been suggested that the efficacy of asenapine in schizophrenia could be mediated through a combination of antagonist activity at D2 and 5-HT2A receptors.	0
Systemic lupus erythematosus (SLE) is less commonly reported than CLE in patients receiving PPIs.	0
Patients with renal failure may therefore receive the usual initial amlodipine dose.	0
"Upon improvement, resume CAPRELSA at a reduced dose."	0
"Alpha1 antagonists, including doxazosin, have been associated with priapism (painful penile erection, sustained for hours and unrelieved by sexual intercourse or masturbation)."	0
Fluconazole is an inhibitor of CYP2C9 and CYP3A enzymes.	0
Administration of CARDIZEM (diltiazem hydrochloride) concomitantly with propranolol in five normal volunteers resulted in increased propranolol levels in all subjects and bioavailability of propranolol was increased approximately 50%.	1
"Endothelin receptor antagonists Bosentan <U+2191> Bosentan Co-administration of bosentan in patients on APTIVUS/ritonavir: In patients who have been receiving APTIVUS/ritonavir for at least 10 days, start bosentan at 62.5 mg once daily or every other day based upon individual tolerability."	0
The dispersion can also be administered through nasogastric or gastrostomy tubes.	0
"Similarly, patients who experience other symptoms or signs suggestive of decreased arterial flow, such as ischemic bowel syndrome or Raynaud's syndrome following the use of any 5-HT agonist are candidates for further evaluation. see WARNINGS: Fibrotic Complications The text of a patient information sheet is printed at the end of this insert."	0
Use of the products in combination may have an additive effect.	0
Ziprasidone dosed adjunctively to valproate in a maintenance trial of bipolar patients did not affect mean therapeutic valproate levels.	0
"Although ambrisentan has a 15-hour terminal half-life, the mean trough concentration of ambrisentan at steady-state is about 15% of the mean peak concentration and the accumulation factor is about 1.2 after long-term daily dosing, indicating that the effective half-life of ambrisentan is about 9 hours."	0
There is a linear correlation between plasma quinaprilat clearance and creatinine clearance.	0
Approximately 25% of digoxin in the plasma is bound to protein.	0
